


"Host:","node-13.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_real.csv",,,,"Date:","01 Oct 2019 16:45:20 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
01-10 17:01:01,0,0.250,99.750,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,9121,5000,0,0,0,93,167,0,3221221376,10,15,0,3,0
01-10 17:01:02,0.250,0.312,99.438,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,21214,24815,0,0,0,159,213,0,3221221376,10,15,0,3,0
01-10 17:01:03,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,710,606,0,0,0,103,168,0,3221221376,10,15,0,3,0
01-10 17:01:04,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,778,836,0,0,0,94,147,0,3221221376,10,15,0,3,0
01-10 17:01:05,0,0.187,99.750,0.062,0,12949852160,49491275776,267919360,4447223808,0,32768,0,4,245,606,0,0,0,84,150,0,3221221376,10,15,0,3,0
01-10 17:01:06,0,0.250,99.750,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,246,622,0,0,0,117,187,0,3221221376,10,15,0,3,0
01-10 17:01:07,0.062,0.188,99.750,0,0,12949860352,49491267584,267919360,4447223808,0,16384,0,4,605,972,0,0,0,131,193,0,3221221376,10,15,0,3,0
01-10 17:01:08,0.312,0.312,99.376,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,687,622,0,0,0,422,1258,0,3221221376,10,15,0,3,0
01-10 17:01:09,0.063,0.188,99.750,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,657,836,0,0,0,174,470,0,3221221376,10,15,0,3,0
01-10 17:01:10,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,408,672,0,0,0,91,154,0,3221221376,10,15,0,3,0
01-10 17:01:11,0,0.250,99.750,0,0,12949852160,49491275776,267919360,4447223808,0,24576,0,4,605,606,0,0,0,119,192,0,3221221376,10,15,0,3,0
01-10 17:01:12,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,306,622,0,0,0,89,144,0,3221221376,10,15,0,3,0
01-10 17:01:13,0,0.250,99.750,0,0,12949852160,49491275776,267919360,4447223808,0,32768,0,4,657,836,0,2,1,103,153,0,3221221376,10,15,0,3,0
01-10 17:01:14,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,358,868,0,0,0,93,158,0,3221221376,10,15,0,3,0
01-10 17:01:15,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,425,606,0,0,0,100,164,0,3221221376,10,15,0,3,0
01-10 17:01:16,0,0.250,99.688,0.062,0,12949852160,49491275776,267919360,4447223808,0,32768,0,4,761,606,0,0,0,117,188,0,3221221376,10,15,0,3,0
01-10 17:01:17,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,545,622,0,0,0,98,145,0,3221221376,10,15,0,3,0
01-10 17:01:18,0,0.250,99.750,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,366,666,0,0,0,97,155,0,3221221376,10,15,0,3,0
01-10 17:01:19,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,913,1225,0,2,1,105,178,0,3221221376,10,15,0,3,0
01-10 17:01:20,0,0.250,99.750,0,0,12949848064,49491275776,267919360,4447227904,0,0,0,0,486,622,0,0,0,88,137,0,3221221376,10,15,0,3,0
01-10 17:01:21,0.062,0.187,99.750,0,0,12949848064,49491275776,267919360,4447227904,0,0,0,0,305,708,0,0,0,95,167,0,3221221376,10,15,0,3,0
01-10 17:01:22,0,0.188,99.812,0,0,12949839872,49491275776,267923456,4447232000,0,106496,0,8,570,1704,0,0,0,107,171,0,3221221376,10,15,0,3,0
01-10 17:01:23,0,0.188,99.812,0,0,12949839872,49491275776,267923456,4447232000,0,0,0,0,879,622,0,0,0,102,168,0,3221221376,10,15,0,3,0
01-10 17:01:24,0,0.250,99.750,0,0,12949839872,49491275776,267923456,4447232000,0,0,0,0,478,836,0,0,0,89,141,0,3221221376,10,15,0,3,0
01-10 17:01:25,0,0.188,99.812,0,0,12949839872,49491275776,267923456,4447232000,0,0,0,0,365,606,0,0,0,80,131,0,3221221376,10,15,0,3,0
01-10 17:01:26,0,0.188,99.812,0,0,12949839872,49491275776,267923456,4447232000,0,0,0,0,641,606,0,0,0,122,190,0,3221221376,10,15,0,2,0
01-10 17:01:27,0,0.312,99.688,0,0,12949839872,49491275776,267923456,4447232000,0,24576,0,4,425,606,0,0,0,100,172,0,3221221376,10,15,0,2,0
01-10 17:01:28,0,0.188,99.812,0,0,12949839872,49491275776,267923456,4447232000,0,49152,0,12,186,622,0,0,0,100,145,0,3221221376,10,15,0,1,0
01-10 17:01:29,0,0.250,99.750,0,0,12949839872,49491275776,267923456,4447232000,0,0,0,0,657,852,0,0,0,100,148,0,3221221376,10,15,0,1,0
01-10 17:01:30,0,0.188,99.812,0,0,12949839872,49491275776,267923456,4447232000,0,0,0,0,126,606,0,0,0,87,154,0,3221221376,10,15,0,1,0
01-10 17:01:31,0.125,0.188,99.688,0,0,12950347776,49490767872,267923456,4447232000,0,0,0,0,706,853,0,0,0,187,204,0,3221221376,10,16,0,1,0
01-10 17:01:32,0,0.250,99.750,0,0,12950904832,49490210816,267923456,4447232000,0,0,0,0,2231,2762,0,2,1,116,179,0,3221221376,10,16,0,0,0
01-10 17:01:33,0,0.250,99.688,0.062,0,12950102016,49491013632,267923456,4447232000,0,24576,0,4,1238,1187,0,0,0,219,235,0,3221221376,10,15,0,0,0
01-10 17:01:34,0,0.188,99.812,0,0,12950102016,49491013632,267923456,4447232000,0,0,0,0,658,918,0,0,0,99,161,0,3221221376,10,15,0,0,0
01-10 17:01:35,0.062,0.187,99.750,0,0,12950102016,49491013632,267923456,4447232000,0,0,0,0,545,606,0,0,0,100,162,0,3221221376,10,15,0,0,0
01-10 17:01:36,0,0.188,99.812,0,0,12950102016,49491013632,267923456,4447232000,0,0,0,0,306,666,0,0,0,105,168,0,3221221376,10,15,0,0,0
01-10 17:01:37,0,0.188,99.812,0,0,12950102016,49491013632,267923456,4447232000,0,0,0,0,940,606,0,0,0,96,151,0,3221221376,10,15,0,0,0
01-10 17:01:38,0,0.188,99.812,0,0,12950102016,49491013632,267923456,4447232000,0,73728,0,8,881,606,0,0,0,114,171,0,3221221376,10,15,0,0,0
01-10 17:01:39,0,0.188,99.812,0,0,12950102016,49491013632,267923456,4447232000,0,0,0,0,717,852,0,0,0,133,166,0,3221221376,10,15,0,0,0
01-10 17:01:40,0,0.188,99.812,0,0,12950102016,49491013632,267923456,4447232000,0,0,0,0,581,606,0,0,0,105,146,0,3221221376,10,15,0,0,0
01-10 17:01:41,0,0.250,99.750,0,0,12950102016,49491013632,267923456,4447232000,0,0,0,0,485,606,0,0,0,103,161,0,3221221376,10,15,0,0,0
01-10 17:01:42,0,0.188,99.812,0,0,12950102016,49491013632,267923456,4447232000,0,0,0,0,246,606,0,0,0,91,157,0,3221221376,10,15,0,0,0
01-10 17:01:43,0,0.250,99.750,0,0,12950102016,49491013632,267923456,4447232000,0,49152,0,8,425,606,0,0,0,104,174,0,3221221376,10,15,0,0,0
01-10 17:01:44,0.062,0.250,99.688,0,0,12950102016,49491013632,267923456,4447232000,0,0,0,0,2320,2172,9,0,0,157,228,0,3221221376,10,12,0,0,0
01-10 17:01:45,0.125,0.188,99.688,0,0,12950093824,49491021824,267923456,4447232000,0,0,0,0,545,674,0,0,0,172,372,0,3221221376,10,12,0,0,0
01-10 17:01:46,0.125,0.250,99.625,0,0,12950093824,49491021824,267923456,4447232000,0,0,0,0,1062,1064,0,2,1,259,490,0,3221221376,10,12,0,0,0
01-10 17:01:47,0.125,0.188,99.688,0,0,12950093824,49491021824,267923456,4447232000,0,0,0,0,305,622,0,0,0,178,376,0,3221221376,10,12,0,0,0
01-10 17:01:48,0,0.250,99.688,0.062,0,12950093824,49491021824,267927552,4447227904,0,40960,0,4,701,606,0,0,0,131,288,0,3221221376,10,12,0,0,0
01-10 17:01:49,0.250,0.188,99.562,0,0,12950089728,49491021824,267927552,4447232000,0,0,0,0,597,1092,1,0,0,285,663,0,3221221376,10,12,0,0,0
01-10 17:01:50,0.125,0.312,99.562,0,0,12950085632,49491021824,267927552,4447236096,0,0,0,0,486,734,0,0,0,287,741,0,3221221376,10,12,0,0,0
01-10 17:01:51,0.125,0.188,99.687,0,0,12950085632,49491021824,267927552,4447236096,0,0,0,0,605,606,0,0,0,247,580,0,3221221376,10,12,0,0,0
01-10 17:01:52,0.438,0.188,99.375,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,1215,606,0,0,0,453,1146,0,3221221376,10,12,0,0,0
01-10 17:01:53,0,0.250,99.750,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,305,606,0,0,0,85,145,0,3221221376,10,12,0,0,0
01-10 17:01:54,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,98304,0,8,993,836,0,0,0,118,175,0,3221221376,10,12,0,0,0
01-10 17:01:55,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,663,998,0,0,0,118,200,0,3221221376,10,11,0,1,0
01-10 17:01:56,0,0.250,99.750,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,246,606,0,0,0,102,167,0,3221221376,10,11,0,1,0
01-10 17:01:57,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,845,606,0,0,0,90,137,0,3221221376,10,11,0,1,0
01-10 17:01:58,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,510,804,0,0,0,98,169,0,3221221376,10,10,0,1,0
01-10 17:01:59,0,0.188,99.750,0.062,0,12950081536,49491021824,267927552,4447240192,0,24576,0,4,709,1066,0,2,1,109,182,0,3221221376,10,10,0,1,0
01-10 17:02:00,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,486,758,0,0,0,96,142,0,3221221376,10,10,0,1,0
01-10 17:02:01,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,365,606,0,0,0,96,165,0,3221221376,10,10,0,1,0
01-10 17:02:02,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,246,606,0,0,0,92,159,0,3221221376,10,10,0,1,0
01-10 17:02:03,0.312,0.312,99.375,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,30714,29412,0,0,0,186,252,0,3221221376,10,11,0,1,0
01-10 17:02:04,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,417792,0,94,538,836,0,0,0,141,146,0,3221221376,10,11,0,1,0
01-10 17:02:05,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,32768,0,4,485,622,0,0,0,100,159,0,3221221376,10,11,0,1,0
01-10 17:02:06,0,0.250,99.750,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,426,622,0,0,0,115,185,0,3221221376,10,11,0,1,0
01-10 17:02:07,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,485,606,0,0,0,98,164,0,3221221376,10,11,0,1,0
01-10 17:02:08,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,426,606,0,0,0,109,155,0,3221221376,10,11,0,1,0
01-10 17:02:09,0.062,0.188,99.750,0,0,12950081536,49491021824,267927552,4447240192,0,16384,0,4,537,1544,0,0,0,111,179,0,3221221376,10,11,0,1,0
01-10 17:02:10,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,24576,0,4,552,1720,0,0,0,99,168,0,3221221376,10,11,0,1,0
01-10 17:02:11,0.062,0.187,99.750,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,425,622,0,0,0,116,188,0,3221221376,10,11,0,1,0
01-10 17:02:12,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,807,666,0,0,0,96,149,0,3221221376,10,11,0,1,0
01-10 17:02:13,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,777,836,0,2,1,95,147,0,3221221376,10,11,0,1,0
01-10 17:02:14,0,0.250,99.750,0,0,12950081536,49491021824,267927552,4447240192,0,24576,0,4,658,852,0,0,0,106,164,0,3221221376,10,11,0,1,0
01-10 17:02:15,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,425,622,0,0,0,97,163,0,3221221376,10,11,0,1,0
01-10 17:02:16,0,0.188,99.750,0.062,0,12950081536,49491021824,267927552,4447240192,0,32768,0,4,246,606,0,0,0,112,178,0,3221221376,10,11,0,1,0
01-10 17:02:17,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,425,622,0,0,0,87,145,0,3221221376,10,11,0,1,0
01-10 17:02:18,0,0.188,99.812,0,0,12950081536,49491021824,267927552,4447240192,0,0,0,0,126,606,0,0,0,88,158,0,3221221376,10,11,0,1,0
01-10 17:02:19,0,0.250,99.750,0,0,12950081536,49491021824,267927552,4447240192,0,8192,0,2,1488,1225,0,2,1,122,185,0,3221221376,10,11,0,1,0
01-10 17:02:20,0,0.188,99.812,0,0,12950077440,49491021824,267927552,4447244288,0,0,0,0,306,638,0,0,0,89,143,0,3221221376,10,11,0,1,0
01-10 17:02:21,0,0.188,99.812,0,0,12950077440,49491021824,267927552,4447244288,0,65536,0,6,545,606,0,0,0,106,180,0,3221221376,10,11,0,1,0
01-10 17:02:22,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,366,622,0,0,0,100,159,0,3221221376,10,11,0,1,0
01-10 17:02:23,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,545,606,0,0,0,107,164,0,3221221376,10,11,0,1,0
01-10 17:02:24,0,0.250,99.750,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,418,836,0,0,0,96,145,0,3221221376,10,11,0,1,0
01-10 17:02:25,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,365,606,0,0,0,84,145,0,3221221376,10,11,0,1,0
01-10 17:02:26,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,366,606,0,0,0,112,187,0,3221221376,10,11,0,1,0
01-10 17:02:27,0,0.250,99.750,0,0,12950073344,49491021824,267927552,4447248384,0,65536,0,6,545,606,0,0,0,110,177,0,3221221376,10,11,0,1,0
01-10 17:02:28,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,640,622,0,0,0,91,143,0,3221221376,10,11,0,1,0
01-10 17:02:29,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,597,836,0,0,0,94,151,0,3221221376,10,11,0,1,0
01-10 17:02:30,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,701,606,0,0,0,98,159,0,3221221376,10,11,0,1,0
01-10 17:02:31,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,245,606,0,0,0,102,181,0,3221221376,10,11,0,1,0
01-10 17:02:32,0,0.188,99.750,0.062,0,12950073344,49491021824,267927552,4447248384,0,24576,0,4,538,836,0,2,1,95,158,0,3221221376,10,11,0,1,0
01-10 17:02:33,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,830,638,0,0,0,101,153,0,3221221376,10,11,0,1,0
01-10 17:02:34,0,0.250,99.750,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,238,836,0,0,0,92,161,0,3221221376,10,11,0,1,0
01-10 17:02:35,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,485,606,0,0,0,97,163,0,3221221376,10,11,0,1,0
01-10 17:02:36,0.062,0.188,99.750,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,701,606,0,0,0,112,176,0,3221221376,10,11,0,1,0
01-10 17:02:37,0,0.250,99.750,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,485,606,0,0,0,89,145,0,3221221376,10,11,0,1,0
01-10 17:02:38,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,24576,0,4,366,666,0,0,0,102,163,0,3221221376,10,11,0,1,0
01-10 17:02:39,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,537,852,0,0,0,105,170,0,3221221376,10,11,0,1,0
01-10 17:02:40,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,65536,0,16,246,606,0,0,0,98,143,0,3221221376,10,11,0,1,0
01-10 17:02:41,0,0.250,99.750,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,425,622,0,0,0,94,160,0,3221221376,10,11,0,1,0
01-10 17:02:42,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,736,606,0,0,0,101,172,0,3221221376,10,11,0,1,0
01-10 17:02:43,0,0.188,99.750,0.062,0,12950073344,49491021824,267927552,4447248384,0,24576,0,4,767,672,0,0,0,108,179,0,3221221376,10,11,0,1,0
01-10 17:02:44,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,813,852,0,0,0,104,153,0,3221221376,10,11,0,1,0
01-10 17:02:45,0,0.250,99.750,0,0,12950073344,49491021824,267927552,4447248384,0,24576,0,4,545,606,0,0,0,96,147,0,3221221376,10,11,0,1,0
01-10 17:02:46,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,478,912,0,2,1,118,192,0,3221221376,10,11,0,1,0
01-10 17:02:47,0,0.188,99.812,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,605,622,0,0,0,101,164,0,3221221376,10,11,0,1,0
01-10 17:02:48,0,0.250,99.750,0,0,12950073344,49491021824,267927552,4447248384,0,0,0,0,366,606,0,0,0,124,155,0,3221221376,10,11,0,1,0
01-10 17:02:49,0,0.188,99.812,0,0,12950040576,49491054592,267927552,4447248384,0,32768,0,4,417,836,0,0,0,98,163,0,3221221376,10,11,0,1,0
01-10 17:02:50,0,0.188,99.812,0,0,12950040576,49491054592,267927552,4447248384,0,0,0,0,486,622,0,0,0,94,155,0,3221221376,10,11,0,1,0
01-10 17:02:51,0,0.188,99.812,0,0,12950036480,49491054592,267927552,4447252480,0,0,0,0,545,606,0,0,0,107,182,0,3221221376,10,11,0,1,0
01-10 17:02:52,0,0.188,99.812,0,0,12950036480,49491054592,267927552,4447252480,0,0,0,0,581,606,0,0,0,94,153,0,3221221376,10,11,0,1,0
01-10 17:02:53,0,0.250,99.750,0,0,12950032384,49491054592,267927552,4447256576,0,0,0,0,725,606,0,0,0,92,146,0,3221221376,10,11,0,1,0
01-10 17:02:54,0,0.188,99.812,0,0,12950032384,49491054592,267927552,4447256576,0,98304,0,8,538,836,0,0,0,101,171,0,3221221376,10,11,0,1,0
01-10 17:02:55,0,0.188,99.812,0,0,12950032384,49491054592,267927552,4447256576,0,0,0,0,665,622,0,0,0,106,166,0,3221221376,10,11,0,1,0
01-10 17:02:56,0,0.250,99.750,0,0,12950032384,49491054592,267927552,4447256576,0,0,0,0,1215,606,0,0,0,115,175,0,3221221376,10,11,0,0,0
01-10 17:02:57,0.062,0.312,99.625,0,0,12949659648,49491427328,267927552,4447256576,0,0,0,0,365,812,0,0,0,184,285,0,3221221376,10,11,0,0,0
01-10 17:02:58,0,0.188,99.812,0,0,12949659648,49491427328,267927552,4447256576,0,0,0,0,785,1704,0,0,0,95,161,0,3221221376,10,11,0,0,0
01-10 17:02:59,0.062,0.187,99.750,0,0,12949659648,49491427328,267927552,4447256576,0,0,0,0,1009,1066,0,2,1,113,176,0,3221221376,10,11,0,0,0
01-10 17:03:00,0,0.188,99.750,0.062,0,12949659648,49491427328,267927552,4447256576,0,270336,0,4,366,622,0,0,0,93,147,0,3221221376,10,11,0,0,0
01-10 17:03:01,0,0.188,99.812,0,0,12949659648,49491427328,267927552,4447256576,0,0,0,0,425,622,0,0,0,96,159,0,3221221376,10,11,0,0,0
01-10 17:03:02,0,0.188,99.812,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,366,606,0,0,0,99,165,0,3221221376,10,11,0,0,0
01-10 17:03:03,0,0.188,99.812,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,650,606,0,0,0,100,170,0,3221221376,10,11,0,0,0
01-10 17:03:04,0.312,0.312,99.375,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,30268,29548,0,0,0,161,202,0,3221221376,10,11,0,0,0
01-10 17:03:05,0,0.188,99.812,0,0,12949651456,49491435520,267927552,4447256576,0,24576,0,4,245,606,0,0,0,87,156,0,3221221376,10,11,0,0,0
01-10 17:03:06,0,0.250,99.750,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,126,622,0,0,0,102,163,0,3221221376,10,11,0,0,0
01-10 17:03:07,0,0.188,99.812,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,425,606,0,0,0,122,188,0,3221221376,10,11,0,0,0
01-10 17:03:08,0.188,0.250,99.562,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,426,606,0,0,0,396,1192,0,3221221376,10,11,0,0,0
01-10 17:03:09,0.063,0.188,99.750,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,537,956,0,0,0,183,455,0,3221221376,10,11,0,0,0
01-10 17:03:10,0,0.188,99.812,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,246,606,0,0,0,91,155,0,3221221376,10,11,0,0,0
01-10 17:03:11,0,0.187,99.750,0.062,0,12949651456,49491435520,267927552,4447256576,0,24576,0,4,365,606,0,0,0,105,186,0,3221221376,10,11,0,0,0
01-10 17:03:12,0,0.188,99.812,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,186,622,0,0,0,91,141,0,3221221376,10,11,0,0,0
01-10 17:03:13,0,0.188,99.812,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,837,836,0,2,1,97,149,0,3221221376,10,11,0,0,0
01-10 17:03:14,0.062,0.187,99.750,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,358,852,0,0,0,95,163,0,3221221376,10,11,0,0,0
01-10 17:03:15,0.062,0.187,99.750,0,0,12949651456,49491435520,267927552,4447256576,0,335872,0,62,485,606,0,0,0,129,165,0,3221221376,10,11,0,0,0
01-10 17:03:16,0,0.250,99.750,0,0,12949651456,49491435520,267927552,4447256576,0,32768,0,4,747,622,0,0,0,105,177,0,3221221376,10,11,0,0,0
01-10 17:03:17,0,0.188,99.812,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,245,622,0,0,0,102,159,0,3221221376,10,11,0,0,0
01-10 17:03:18,0,0.188,99.812,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,366,606,0,0,0,93,159,0,3221221376,10,11,0,0,0
01-10 17:03:19,0,0.188,99.812,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,1033,1225,0,2,1,110,180,0,3221221376,10,11,0,0,0
01-10 17:03:20,0,0.250,99.750,0,0,12949651456,49491435520,267927552,4447256576,0,0,0,0,306,622,0,0,0,84,138,0,3221221376,10,11,0,0,0
01-10 17:03:21,0,0.188,99.812,0,0,12949647360,49491435520,267927552,4447260672,0,0,0,0,605,606,0,0,0,92,145,0,3221221376,10,11,0,0,0
01-10 17:03:22,0,0.188,99.812,0,0,12949647360,49491435520,267927552,4447260672,0,65536,0,6,546,606,0,0,0,117,193,0,3221221376,10,11,0,0,0
01-10 17:03:23,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,425,622,0,0,0,97,164,0,3221221376,10,11,0,0,0
01-10 17:03:24,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,873,836,0,0,0,96,153,0,3221221376,10,11,0,0,0
01-10 17:03:25,0,0.250,99.750,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,245,606,0,0,0,84,140,0,3221221376,10,11,0,0,0
01-10 17:03:26,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,126,606,0,0,0,95,163,0,3221221376,10,11,0,0,0
01-10 17:03:27,0.062,0.187,99.688,0.062,0,12949643264,49491435520,267927552,4447264768,0,65536,0,6,605,606,0,0,0,119,198,0,3221221376,10,11,0,0,0
01-10 17:03:28,0,0.250,99.750,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,246,622,0,0,0,89,141,0,3221221376,10,11,0,0,0
01-10 17:03:29,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,537,836,0,0,0,94,154,0,3221221376,10,11,0,0,0
01-10 17:03:30,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,768,606,0,0,0,101,161,0,3221221376,10,11,0,0,0
01-10 17:03:31,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,352256,0,82,485,606,0,0,0,140,160,0,3221221376,10,11,0,0,0
01-10 17:03:32,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,1052,852,0,2,1,110,174,0,3221221376,10,11,0,0,0
01-10 17:03:33,0,0.250,99.750,0,0,12949643264,49491435520,267927552,4447264768,0,24576,0,4,1387,622,0,0,0,118,179,0,3221221376,10,11,0,0,0
01-10 17:03:34,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,598,852,0,0,0,98,159,0,3221221376,10,11,0,0,0
01-10 17:03:35,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,425,666,0,0,0,98,163,0,3221221376,10,11,0,0,0
01-10 17:03:36,0,0.250,99.750,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,306,606,0,0,0,91,148,0,3221221376,10,11,0,0,0
01-10 17:03:37,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,545,606,0,0,0,99,167,0,3221221376,10,11,0,0,0
01-10 17:03:38,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,24576,0,4,306,606,0,0,0,94,165,0,3221221376,10,11,0,0,0
01-10 17:03:39,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,597,852,0,0,0,108,164,0,3221221376,10,11,0,0,0
01-10 17:03:40,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,306,606,0,0,0,85,141,0,3221221376,10,11,0,0,0
01-10 17:03:41,0,0.250,99.750,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,1282,606,0,0,0,103,157,0,3221221376,10,11,0,0,0
01-10 17:03:42,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,366,606,0,0,0,103,177,0,3221221376,10,11,0,0,0
01-10 17:03:43,0,0.188,99.812,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,305,606,0,0,0,95,162,0,3221221376,10,11,0,0,0
01-10 17:03:44,0,0.188,99.750,0.062,0,12949643264,49491435520,267927552,4447264768,0,24576,0,4,718,836,0,0,0,121,197,0,3221221376,10,11,0,0,0
01-10 17:03:45,0.187,0.187,99.625,0,0,12949643264,49491435520,267927552,4447264768,0,0,0,0,940,784,0,0,0,183,369,0,3221221376,10,11,0,0,0
