


"Host:","node-13.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_real.csv",,,,"Date:","01 Oct 2019 16:45:20 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
01-10 16:53:04,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,418,836,0,0,0,106,145,0,3221221376,10,209,0,2,0
01-10 16:53:05,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,520,606,0,0,0,89,147,0,3221221376,10,209,0,2,0
01-10 16:53:06,0.062,0.250,99.688,0,0,12666003456,49775468544,267890688,4446941184,0,16384,0,4,546,606,0,0,0,128,196,0,3221221376,10,209,0,2,0
01-10 16:53:07,0,0.250,99.688,0.062,0,12666003456,49775468544,267890688,4446941184,0,24576,0,4,1095,622,0,0,0,123,185,0,3221221376,10,209,0,2,0
01-10 16:53:08,0,0.188,99.812,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,306,622,0,0,0,88,143,0,3221221376,10,209,0,2,0
01-10 16:53:09,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,837,836,0,0,0,96,145,0,3221221376,10,209,0,2,0
01-10 16:53:10,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,486,606,0,0,0,91,145,0,3221221376,10,209,0,2,0
01-10 16:53:11,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,963,1042,2,0,0,128,211,0,3221221376,10,208,0,3,0
01-10 16:53:12,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,24576,0,4,1072,1056,0,1,2,100,162,0,3221221376,10,207,0,3,0
01-10 16:53:13,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,657,868,0,2,1,100,146,0,3221221376,10,207,0,3,0
01-10 16:53:14,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,658,852,0,0,0,100,157,0,3221221376,10,207,0,3,0
01-10 16:53:15,0,0.250,99.750,0,0,12665999360,49775468544,267890688,4446945280,0,0,0,0,760,606,0,0,0,103,169,0,3221221376,10,207,0,3,0
01-10 16:53:16,0,0.250,99.750,0,0,12665999360,49775468544,267890688,4446945280,0,8192,0,2,246,666,0,0,0,123,205,0,3221221376,10,207,0,3,0
01-10 16:53:17,0,0.250,99.750,0,0,12665999360,49775468544,267890688,4446945280,0,0,0,0,579,622,0,0,0,97,150,0,3221221376,10,207,0,3,0
01-10 16:53:18,0,0.250,99.750,0,0,12665995264,49775468544,267890688,4446949376,0,98304,0,8,3017,2388,1,1,5,178,254,0,3221221376,10,198,0,3,0
01-10 16:53:19,0,0.312,99.688,0,0,12665995264,49775468544,267890688,4446949376,0,0,0,0,1273,1265,0,2,1,114,183,0,3221221376,10,198,0,3,0
01-10 16:53:20,0,0.250,99.750,0,0,12665995264,49775468544,267890688,4446949376,0,0,0,0,486,622,0,0,0,88,139,0,3221221376,10,198,0,3,0
01-10 16:53:21,0.062,0.250,99.688,0,0,12665995264,49775468544,267890688,4446949376,0,0,0,0,1060,708,0,0,0,124,185,0,3221221376,10,198,0,3,0
01-10 16:53:22,0,0.250,99.750,0,0,12665995264,49775468544,267890688,4446949376,0,49152,0,12,330,1808,0,0,0,105,159,0,3221221376,10,198,0,3,0
01-10 16:53:23,0,0.250,99.688,0.062,0,12665995264,49775468544,267890688,4446949376,0,32768,0,4,485,622,0,0,0,102,171,0,3221221376,10,198,0,3,0
01-10 16:53:24,0,0.250,99.750,0,0,12665995264,49775468544,267890688,4446949376,0,0,0,0,598,972,0,0,0,101,144,0,3221221376,10,198,0,3,0
01-10 16:53:25,0.062,0.250,99.688,0,0,12665995264,49775468544,267890688,4446949376,0,0,0,0,707,672,0,0,0,93,143,0,3221221376,10,198,0,3,0
01-10 16:53:26,0,0.250,99.750,0,0,12665995264,49775468544,267890688,4446949376,0,0,0,0,606,606,0,0,0,120,191,0,3221221376,10,198,0,3,0
01-10 16:53:27,0,0.312,99.688,0,0,12665995264,49775468544,267890688,4446949376,0,0,0,0,605,606,0,0,0,105,166,0,3221221376,10,198,0,3,0
01-10 16:53:28,0,0.250,99.750,0,0,12665995264,49775468544,267890688,4446949376,0,0,0,0,246,606,0,0,0,82,131,0,3221221376,10,198,0,3,0
01-10 16:53:29,0.062,0.250,99.688,0,0,12665995264,49775468544,267890688,4446949376,0,24576,0,4,957,836,0,0,0,111,159,0,3221221376,10,198,0,3,0
01-10 16:53:30,0,0.250,99.750,0,0,12665995264,49775468544,267890688,4446949376,0,0,0,0,426,622,0,0,0,96,153,0,3221221376,10,198,0,3,0
01-10 16:53:31,0,0.250,99.750,0,0,12665995264,49775468544,267890688,4446949376,0,0,0,0,365,606,0,0,0,112,191,0,3221221376,10,198,0,3,0
01-10 16:53:32,0,0.250,99.750,0,0,12665995264,49775468544,267890688,4446949376,0,24576,0,4,538,836,0,2,1,99,149,0,3221221376,10,198,0,3,0
01-10 16:53:33,0,0.312,99.688,0,0,12665995264,49775468544,267890688,4446949376,0,0,0,0,650,638,0,0,0,95,151,0,3221221376,10,198,0,3,0
01-10 16:53:34,0,0.250,99.750,0,0,12665995264,49775468544,267890688,4446949376,0,32768,0,4,538,836,0,0,0,103,171,0,3221221376,10,198,0,3,0
01-10 16:53:35,0,0.250,99.750,0,0,12665995264,49775468544,267890688,4446949376,0,0,0,0,485,622,0,0,0,105,166,0,3221221376,10,198,0,3,0
01-10 16:53:36,0,0.250,99.750,0,0,12665995264,49775468544,267890688,4446949376,0,0,0,0,426,606,0,0,0,110,176,0,3221221376,10,198,0,3,0
01-10 16:53:37,17.718,2.677,79.605,0,0,12668878848,49772584960,267890688,4446949376,0,16384,0,4,10896549,12455649,1887,1402,1733,25638,34321,0,3221221376,10,198,0,3,0
01-10 16:53:38,55.499,6.068,38.432,0,0,12671332352,49770127360,267890688,4446953472,0,0,0,0,36002496,41950771,5657,4368,5729,77146,91220,0,3221221376,10,198,0,3,0
01-10 16:53:39,40.774,5.834,53.393,0,0,12671102976,49770356736,267890688,4446953472,0,0,0,0,29412013,33849437,4653,3492,4660,63083,81252,0,3221221376,10,198,0,3,0
01-10 16:53:40,43.997,6.851,49.089,0.063,0,12835422208,49606037504,267890688,4446953472,0,81920,0,6,27850471,29873576,4474,3319,4280,57817,94663,0,3221221376,10,843,1,3,0
01-10 16:53:41,32.577,3.340,64.083,0,0,12842385408,49599070208,267890688,4446957568,0,0,0,0,15564371,19325843,2278,1589,1965,30938,27365,0,3221221376,10,925,0,3,0
01-10 16:53:42,60.730,5.538,33.732,0,0,12844843008,49596604416,267890688,4446965760,0,0,0,0,34587172,39848370,4583,3887,4292,64783,60168,0,3221221376,10,954,0,3,0
01-10 16:53:43,51.006,7.547,41.447,0,0,12843409408,49598038016,267890688,4446965760,0,0,0,0,39111127,46628986,7057,4522,5421,77125,101648,0,3221221376,10,954,0,3,0
01-10 16:53:44,58.058,6.916,35.025,0,0,12844355584,49597087744,267890688,4446969856,0,0,0,0,38384267,45245034,6760,4776,5940,78739,92145,0,3221221376,10,955,0,3,0
01-10 16:53:45,42.694,5.146,52.160,0,0,12832755712,49608683520,267890688,4446973952,0,139264,0,8,25028369,28917727,4757,2911,3943,65795,60705,0,3221221376,10,955,0,3,0
01-10 16:53:46,59.722,7.134,33.144,0,0,12831625216,49609809920,267890688,4446978048,0,0,0,0,43013376,49920015,7819,5075,6340,85409,108736,0,3221221376,10,955,0,3,0
01-10 16:53:47,53.924,7.595,38.481,0,0,12789534720,49651896320,267890688,4446982144,0,0,0,0,35947705,41845249,6506,4341,5397,99808,94758,0,3221221376,10,956,0,3,0
01-10 16:53:48,48.113,6.142,45.745,0,0,12751306752,49690124288,267890688,4446982144,0,0,0,0,32224930,37598441,6077,3806,4793,83639,92767,0,3221221376,10,956,0,3,0
01-10 16:53:49,57.702,7.381,34.917,0,0,12750618624,49690812416,267890688,4446982144,0,0,0,0,42241713,49280981,7501,5119,6303,86582,108604,0,3221221376,10,956,0,3,0
01-10 16:53:50,56.337,6.844,36.819,0,0,12750090240,49691336704,267890688,4446986240,0,0,0,0,40563131,47139822,7224,4306,5893,80508,95973,0,3221221376,10,956,0,3,0
01-10 16:53:51,44.193,6.277,49.529,0,0,12720549888,49720877056,267890688,4446986240,0,114688,0,8,29476784,34592295,5589,3581,4720,82264,87669,0,3221221376,10,957,0,3,0
01-10 16:53:52,43.836,5.912,50.252,0,0,12721418240,49720004608,267890688,4446990336,0,0,0,0,29397289,34431301,5251,3402,4525,62525,77667,0,3221221376,10,958,0,3,0
01-10 16:53:53,48.728,7.125,44.148,0,0,12720742400,49720680448,267890688,4446990336,0,0,0,0,35136081,40843957,6675,4459,5301,75319,100345,0,3221221376,10,957,1,3,0
01-10 16:53:54,60.389,6.968,32.643,0,0,12720750592,49720672256,267890688,4446990336,0,0,0,0,41694970,48638124,7243,5009,6282,84461,103266,0,3221221376,10,957,0,3,0
01-10 16:53:55,57.107,7.960,34.934,0,0,12730028032,49711390720,267890688,4446994432,0,0,0,0,39818871,46805605,6982,4669,5700,85449,101165,0,3221221376,10,957,0,3,0
01-10 16:53:56,48.269,6.671,45.060,0,0,12734394368,49707024384,267890688,4446994432,0,114688,0,6,34439352,40129350,6349,4143,5243,72502,92815,0,3221221376,10,958,0,3,0
01-10 16:53:57,60.477,7.157,32.366,0,0,12737249280,49704169472,267890688,4446994432,0,98304,0,22,40445561,47606377,7062,4859,5957,82550,101048,0,3221221376,10,958,0,3,0
01-10 16:53:58,55.886,7.089,37.025,0,0,12738793472,49702621184,267890688,4446998528,0,0,0,0,38745581,45337739,6666,4786,6049,79673,100229,0,3221221376,10,958,0,1,0
01-10 16:53:59,36.899,5.316,57.785,0,0,12735070208,49706344448,267890688,4446998528,0,0,0,0,25392791,29698344,4661,3244,4006,58118,75043,0,3221221376,10,959,0,1,0
01-10 16:54:00,32.495,4.023,63.482,0,0,12730523648,49710886912,267890688,4447002624,0,0,0,0,18193522,21638203,2792,2271,2814,43235,47712,0,3221221376,10,959,0,1,0
01-10 16:54:01,0.063,0.438,99.499,0,0,12730490880,49710919680,267890688,4447002624,0,81920,0,6,12303,38162,0,0,1,165,215,0,3221221376,10,959,0,1,0
01-10 16:54:02,0,0.500,99.500,0,0,12730490880,49710919680,267890688,4447002624,0,0,0,0,16406,25386,0,0,1,172,240,0,3221221376,10,959,0,1,0
01-10 16:54:03,0.188,0.689,99.123,0,0,12711366656,49730043904,267890688,4447002624,0,40960,0,4,1165,614,0,0,0,4185,3012,0,3221221376,10,959,0,1,0
01-10 16:54:04,0.062,0.438,99.500,0,0,12710674432,49730736128,267890688,4447002624,0,0,0,0,604,984,0,0,0,116,175,0,3221221376,10,959,0,1,0
01-10 16:54:05,0.125,0.625,99.250,0,0,12700282880,49741127680,267890688,4447002624,0,0,0,0,425,606,0,0,0,1701,1292,0,3221221376,10,959,0,1,0
01-10 16:54:06,0.063,0.438,99.500,0,0,12700282880,49741127680,267890688,4447002624,0,32768,0,4,186,606,0,0,0,107,170,0,3221221376,10,959,0,1,0
01-10 16:54:07,0,0.500,99.438,0.062,0,12700282880,49741127680,267890688,4447002624,0,0,0,0,485,622,0,0,0,112,165,0,3221221376,10,959,0,1,0
01-10 16:54:08,0,0.500,99.500,0,0,12700282880,49741127680,267890688,4447002624,0,16384,0,4,366,606,0,0,0,124,157,0,3221221376,10,959,0,1,0
01-10 16:54:09,0.125,0.437,99.438,0,0,12700282880,49741127680,267890688,4447002624,0,0,0,0,1292,954,0,0,0,122,179,0,3221221376,10,959,0,1,0
01-10 16:54:10,0,0.500,99.500,0,0,12700282880,49741127680,267890688,4447002624,0,0,0,0,570,1704,0,0,0,103,155,0,3221221376,10,959,0,1,0
01-10 16:54:11,0,0.438,99.562,0,0,12700278784,49741127680,267890688,4447006720,0,0,0,0,975,606,0,0,0,122,171,0,3221221376,10,959,0,1,0
01-10 16:54:12,0.062,0.500,99.438,0,0,12700278784,49741127680,267890688,4447006720,0,65536,0,6,546,606,0,0,0,114,163,0,3221221376,10,959,0,0,0
01-10 16:54:13,0,0.438,99.562,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,597,852,0,2,1,100,149,0,3221221376,10,959,0,0,0
01-10 16:54:14,0.062,0.438,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,598,852,0,0,0,117,178,0,3221221376,10,959,0,0,0
01-10 16:54:15,0,0.500,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,545,606,0,0,0,106,155,0,3221221376,10,959,0,0,0
01-10 16:54:16,0.062,0.500,99.438,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,426,606,0,0,0,104,147,0,3221221376,10,959,0,0,0
01-10 16:54:17,0.062,0.438,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,65536,0,6,425,606,0,0,0,97,145,0,3221221376,10,959,0,0,0
01-10 16:54:18,0,0.500,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,186,622,0,0,0,105,153,0,3221221376,10,959,0,0,0
01-10 16:54:19,0.062,0.438,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,1428,1225,0,2,1,138,210,0,3221221376,10,959,0,0,0
01-10 16:54:20,0,0.500,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,306,622,0,0,0,103,137,0,3221221376,10,959,0,0,0
01-10 16:54:21,0.062,0.500,99.438,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,819,606,0,0,0,192,325,0,3221221376,10,959,0,0,0
01-10 16:54:22,0.062,0.438,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,881,606,0,0,0,106,147,0,3221221376,10,959,0,0,0
01-10 16:54:23,0.062,0.437,99.438,0.062,0,12700274688,49741127680,267890688,4447010816,0,24576,0,4,485,606,0,0,0,117,167,0,3221221376,10,959,0,0,0
01-10 16:54:24,0,0.500,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,1173,852,0,0,0,126,181,0,3221221376,10,959,0,0,0
01-10 16:54:25,0.062,0.438,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,185,606,0,0,0,91,139,0,3221221376,10,959,0,0,0
01-10 16:54:26,0,0.500,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,366,606,0,0,0,113,159,0,3221221376,10,959,0,0,0
01-10 16:54:27,0,0.500,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,485,606,0,0,0,105,151,0,3221221376,10,959,0,0,0
01-10 16:54:28,0.062,0.438,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,344064,0,78,186,606,0,0,0,132,153,0,3221221376,10,959,0,0,0
01-10 16:54:29,0,0.500,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,8192,0,0,477,852,0,0,0,120,170,0,3221221376,10,959,0,0,0
01-10 16:54:30,0.125,0.437,99.438,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,306,614,0,0,0,108,149,0,3221221376,10,959,0,0,0
01-10 16:54:31,0,0.500,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,605,606,0,0,0,110,157,0,3221221376,10,959,0,0,0
01-10 16:54:32,0,0.438,99.562,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,658,836,0,2,1,109,149,0,3221221376,10,959,0,0,0
01-10 16:54:33,0.062,0.500,99.438,0,0,12700274688,49741127680,267890688,4447010816,0,98304,0,22,770,622,0,0,0,115,151,0,3221221376,10,959,0,0,0
01-10 16:54:34,0,0.500,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,32768,0,4,598,852,0,0,0,131,195,0,3221221376,10,959,0,0,0
01-10 16:54:35,0.062,0.500,99.438,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,605,622,0,0,0,110,148,0,3221221376,10,959,0,0,0
01-10 16:54:36,0.062,0.438,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,246,606,0,0,0,101,150,0,3221221376,10,959,0,0,0
01-10 16:54:37,0,0.500,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,725,606,0,0,0,102,137,0,3221221376,10,959,0,0,0
01-10 16:54:38,0.062,0.438,99.500,0,0,12700274688,49741127680,267890688,4447010816,0,0,0,0,426,606,0,0,0,101,149,0,3221221376,10,959,0,0,0
01-10 16:54:39,0,0.500,99.438,0.062,0,12700274688,49741127680,267890688,4447010816,0,32768,0,4,597,836,0,0,0,140,209,0,3221221376,10,959,0,0,0
01-10 16:54:40,0,0.500,99.500,0,0,12700270592,49741127680,267890688,4447014912,0,0,0,0,366,622,0,0,0,97,137,0,3221221376,10,959,0,0,0
01-10 16:54:41,0.062,0.438,99.500,0,0,12700270592,49741127680,267890688,4447014912,0,0,0,0,365,606,0,0,0,95,137,0,3221221376,10,959,0,0,0
01-10 16:54:42,0.062,0.500,99.438,0,0,12700266496,49741127680,267890688,4447019008,0,0,0,0,486,606,0,0,0,102,151,0,3221221376,10,959,0,0,0
01-10 16:54:43,0,0.438,99.562,0,0,12700266496,49741127680,267890688,4447019008,0,32768,0,4,485,606,0,0,0,110,155,0,3221221376,10,959,0,0,0
01-10 16:54:44,0,0.500,99.500,0,0,12700266496,49741127680,267890688,4447019008,0,73728,0,6,679,852,0,0,0,138,211,0,3221221376,10,959,0,0,0
01-10 16:54:45,0.062,0.500,99.438,0,0,12700266496,49741127680,267890688,4447019008,0,8192,0,2,545,682,0,0,0,106,143,0,3221221376,10,959,0,0,0
01-10 16:54:46,0.062,0.438,99.500,0,0,12700266496,49741127680,267890688,4447019008,0,0,0,0,418,852,0,2,1,114,165,0,3221221376,10,959,0,0,0
01-10 16:54:47,0.062,0.500,99.438,0,0,12700266496,49741127680,267890688,4447019008,0,0,0,0,245,622,0,0,0,101,155,0,3221221376,10,959,0,0,0
01-10 16:54:48,0,0.438,99.562,0,0,12700266496,49741127680,267890688,4447019008,0,0,0,0,426,606,0,0,0,96,136,0,3221221376,10,959,0,0,0
01-10 16:54:49,0.062,0.500,99.438,0,0,12700266496,49741127680,267890688,4447019008,0,0,0,0,992,836,0,0,0,124,170,0,3221221376,10,959,0,0,0
01-10 16:54:50,0,0.438,99.500,0.063,0,12700266496,49741127680,267890688,4447019008,0,24576,0,4,366,606,0,0,0,112,159,0,3221221376,10,959,0,0,0
01-10 16:54:51,0.062,0.438,99.500,0,0,12700266496,49741127680,267890688,4447019008,0,0,0,0,305,622,0,0,0,105,163,0,3221221376,10,959,0,0,0
01-10 16:54:52,0.062,0.438,99.500,0,0,12700266496,49741127680,267890688,4447019008,0,0,0,0,246,606,0,0,0,92,137,0,3221221376,10,959,0,0,0
01-10 16:54:53,0.062,0.438,99.500,0,0,12700266496,49741127680,267890688,4447019008,0,0,0,0,425,606,0,0,0,94,135,0,3221221376,10,959,0,0,0
01-10 16:54:54,0.312,0.624,99.064,0,0,12700266496,49741127680,267890688,4447019008,0,0,0,0,30022,29427,0,0,0,171,229,0,3221221376,10,959,0,0,0
01-10 16:54:55,30.735,4.400,64.865,0,0,12703571968,49737822208,267890688,4447019008,0,0,0,0,22395559,25569101,3532,2829,3861,49071,61001,0,3221221376,10,959,0,0,0
01-10 16:54:56,44.629,6.650,48.721,0,0,12723290112,49718104064,267890688,4447019008,0,24576,0,4,31935580,35821352,4799,3988,4605,65716,84151,0,3221221376,10,960,0,0,0
01-10 16:54:57,49.121,5.842,45.038,0,0,12723449856,49717944320,267890688,4447019008,0,0,0,0,30379442,36428041,4733,3889,4659,63839,71923,0,3221221376,10,961,0,0,0
01-10 16:54:58,34.831,5.119,60.050,0,0,12724006912,49717387264,267890688,4447019008,0,0,0,0,23217959,27178025,3608,3234,3858,53209,71816,0,3221221376,10,268,0,0,0
01-10 16:54:59,56.726,6.853,36.421,0,0,12724469760,49716920320,267890688,4447023104,0,0,0,0,37530983,43906338,5173,4477,6004,77807,93019,0,3221221376,10,268,0,0,0
01-10 16:55:00,54.188,5.964,39.848,0,0,12724744192,49716645888,267890688,4447023104,0,0,0,0,35520294,41511789,5242,4416,5224,71877,90159,0,3221221376,10,268,0,0,0
01-10 16:55:01,49.717,6.725,43.558,0,0,12722638848,49718751232,267890688,4447023104,0,81920,0,6,36018649,42122277,5635,4440,5340,77634,97974,0,3221221376,10,270,0,0,0
01-10 16:55:02,24.384,3.159,72.457,0,0,12718886912,49722499072,267890688,4447027200,0,0,0,1,14061001,16518257,2363,1771,2371,34470,40654,0,3221221376,10,270,0,0,0
01-10 16:55:03,32.625,4.375,63,0,0,12719271936,49722114048,267890688,4447027200,0,0,0,0,21801214,24912655,3291,2695,3513,48268,62547,0,3221221376,10,270,0,0,0
01-10 16:55:04,32.410,4.405,63.184,0,0,12719239168,49722146816,267890688,4447027200,0,73728,0,12,21831208,25258285,3663,2842,3301,49457,65269,0,3221221376,10,270,0,0,0
01-10 16:55:05,37.732,3.908,58.360,0,0,12718374912,49723006976,267890688,4447031296,0,0,0,0,23128396,27239430,3519,2631,3595,52880,59708,0,3221221376,10,270,0,0,0
01-10 16:55:06,52.250,6.625,41.125,0,0,12716871680,49724510208,267890688,4447031296,0,147456,0,6,38397085,44911230,5937,4783,6123,81356,109399,0,3221221376,10,270,0,0,0
01-10 16:55:07,54.011,6.191,39.798,0,0,12717850624,49723531264,267890688,4447031296,0,0,0,0,36650303,43432331,5377,4022,5893,75473,94556,0,3221221376,10,271,0,0,0
01-10 16:55:08,45.791,5.612,48.597,0,0,12718223360,49723150336,267890688,4447039488,0,0,0,0,31752535,36880947,5011,3486,4873,66519,88208,0,3221221376,10,272,0,0,0
01-10 16:55:09,38,4.562,57.438,0,0,12727799808,49713569792,267890688,4447043584,0,0,0,0,27076143,31345506,4097,2551,4268,56639,74149,0,3221221376,10,275,0,0,0
01-10 16:55:10,28.562,4.375,67.062,0,0,12727668736,49713700864,267890688,4447043584,0,0,0,0,18494716,21797716,2862,2001,3186,42137,55736,0,3221221376,10,276,0,0,0
01-10 16:55:11,31.479,4.046,64.475,0,0,12728848384,49712521216,267890688,4447043584,0,0,0,0,19307443,22532557,2905,2218,3347,42813,54709,0,3221221376,10,276,0,0,0
01-10 16:55:12,47.412,5.879,46.645,0.064,0,12728946688,49712422912,267890688,4447043584,0,139264,0,10,32891514,38192026,5089,3462,5276,70147,84110,0,3221221376,10,276,0,0,0
01-10 16:55:13,49.745,6.122,44.133,0,0,12730691584,49710673920,267890688,4447047680,0,0,0,0,33628366,38961157,4793,3910,5188,70711,87501,0,3221221376,10,276,0,0,0
01-10 16:55:14,46.338,5.808,47.854,0,0,12719632384,49721733120,267890688,4447047680,0,16384,0,4,31823793,37485026,5184,4174,5209,74683,95282,0,3221221376,10,276,0,0,0
01-10 16:55:15,46.270,6.708,47.022,0,0,12719136768,49722224640,267890688,4447051776,0,0,0,0,32336329,37584313,5221,3735,5221,68045,86729,0,3221221376,10,276,0,0,0
01-10 16:55:16,46.785,6.102,47.113,0,0,12720840704,49720520704,267890688,4447051776,0,0,0,0,35075731,41195562,5359,4302,5428,74926,99352,0,3221221376,10,276,0,0,0
01-10 16:55:17,52.025,6.456,41.519,0,0,12744785920,49696575488,267890688,4447051776,0,81920,0,6,35211919,41075871,5042,4033,5494,70509,88851,0,3221221376,10,317,0,0,0
01-10 16:55:18,24.697,2.999,72.304,0,0,12745113600,49696247808,267890688,4447051776,0,0,0,0,18738144,22121464,2694,2337,2775,38852,49539,0,3221221376,10,317,0,0,0
01-10 16:55:19,0,0.312,99.688,0,0,12745113600,49696247808,267890688,4447051776,0,0,0,0,913,1249,0,1,1,106,175,0,3221221376,10,317,0,0,0
01-10 16:55:20,0.062,0.188,99.750,0,0,12745113600,49696247808,267890688,4447051776,0,0,0,0,366,622,0,0,0,78,128,0,3221221376,10,317,0,0,0
01-10 16:55:21,0,0.250,99.750,0,0,12745113600,49696247808,267890688,4447051776,0,0,0,0,785,606,0,0,0,91,139,0,3221221376,10,317,0,0,0
01-10 16:55:22,0.439,0.690,98.871,0,0,12719566848,49721794560,267890688,4447051776,0,0,0,0,761,606,0,0,0,7542,5605,0,3221221376,10,317,0,0,0
01-10 16:55:23,0.063,0.439,99.499,0,0,12707700736,49733660672,267890688,4447051776,0,24576,0,4,425,606,0,0,0,2296,1610,0,3221221376,10,317,0,0,0
01-10 16:55:24,0,0.312,99.688,0,0,12707700736,49733660672,267890688,4447051776,0,0,0,0,418,852,0,0,0,88,142,0,3221221376,10,317,0,0,0
01-10 16:55:25,0,0.250,99.750,0,0,12707700736,49733660672,267890688,4447051776,0,0,0,0,485,606,0,0,0,87,139,0,3221221376,10,317,0,0,0
01-10 16:55:26,0.062,0.312,99.625,0,0,12707700736,49733660672,267890688,4447051776,0,0,0,0,700,606,0,0,0,107,164,0,3221221376,10,317,0,0,0
01-10 16:55:27,0.062,0.250,99.688,0,0,12707700736,49733660672,267890688,4447051776,0,0,0,0,880,606,0,0,0,119,189,0,3221221376,10,317,0,0,0
01-10 16:55:28,0,0.250,99.750,0,0,12707700736,49733660672,267890688,4447051776,0,0,0,0,366,606,0,0,0,85,137,0,3221221376,10,317,0,0,0
01-10 16:55:29,0,0.312,99.688,0,0,12707700736,49733660672,267890688,4447051776,0,24576,0,4,932,836,0,0,0,108,159,0,3221221376,10,317,0,0,0
01-10 16:55:30,0.062,0.250,99.688,0,0,12707700736,49733660672,267890688,4447051776,0,0,0,0,546,622,0,0,0,96,149,0,3221221376,10,317,0,0,0
01-10 16:55:31,0,0.250,99.750,0,0,12707700736,49733660672,267890688,4447051776,0,0,0,0,845,606,0,0,0,106,157,0,3221221376,10,317,0,0,0
01-10 16:55:32,0,0.312,99.688,0,0,12707700736,49733660672,267890688,4447051776,0,0,0,0,478,836,0,1,2,102,167,0,3221221376,10,317,0,0,0
01-10 16:55:33,0.062,0.312,99.625,0,0,12707700736,49733660672,267890688,4447051776,0,0,0,0,1010,622,0,0,0,97,141,0,3221221376,10,317,0,0,0
01-10 16:55:34,0,0.250,99.750,0,0,12707700736,49733660672,267890688,4447051776,0,0,0,0,478,902,0,0,0,94,143,0,3221221376,10,317,0,0,0
01-10 16:55:35,0,0.250,99.688,0.062,0,12707696640,49733660672,267890688,4447055872,0,516096,0,110,305,606,0,0,0,156,173,0,3221221376,10,317,0,0,0
01-10 16:55:36,0,0.312,99.688,0,0,12707696640,49733660672,267890688,4447055872,0,0,0,0,306,622,0,0,0,99,140,0,3221221376,10,317,0,0,0
01-10 16:55:37,0.062,0.250,99.688,0,0,12707692544,49733660672,267890688,4447059968,0,0,0,0,485,606,0,0,0,96,163,0,3221221376,10,317,0,0,0
01-10 16:55:38,0,0.250,99.750,0,0,12707692544,49733660672,267890688,4447059968,0,0,0,0,126,606,0,0,0,98,151,0,3221221376,10,317,0,0,0
01-10 16:55:39,0,0.312,99.688,0,0,12707692544,49733660672,267890688,4447059968,0,0,0,0,717,896,0,0,0,104,159,0,3221221376,10,317,0,0,0
01-10 16:55:40,0,0.250,99.750,0,0,12707688448,49733660672,267894784,4447059968,0,172032,0,28,648,606,0,0,0,227,385,0,3221221376,10,317,0,0,0
01-10 16:55:41,0,0.312,99.688,0,0,12707688448,49733660672,267894784,4447059968,0,0,0,0,305,622,0,0,0,106,165,0,3221221376,10,317,0,0,0
