


"Host:","node-32.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_real.csv",,,,"Date:","01 Oct 2019 16:45:28 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
01-10 16:58:30,0.062,0.938,99,0,0,1667358720,64954392576,83636224,600031232,0,81920,0,6,954,708,0,0,0,137,159,0,3221221376,10,2779,0,1174,7
01-10 16:58:31,0.125,0.876,98.999,0,0,1667358720,64954392576,83636224,600031232,0,0,0,0,306,688,0,0,0,137,187,0,3221221376,10,2779,0,1174,7
01-10 16:58:32,0.125,0.937,98.938,0,0,1667358720,64954392576,83636224,600031232,0,0,0,0,425,666,0,0,0,123,154,0,3221221376,10,2779,0,1174,7
01-10 16:58:33,0.063,0.938,98.999,0,0,1667358720,64954392576,83636224,600031232,0,0,0,0,358,896,0,0,0,144,189,0,3221221376,10,2779,0,1174,7
01-10 16:58:34,0.063,0.876,99.062,0,0,1667358720,64954392576,83636224,600031232,0,0,0,0,605,606,0,0,0,122,147,0,3221221376,10,2779,0,1174,7
01-10 16:58:35,0.125,0.938,98.938,0,0,1667358720,64954392576,83636224,600031232,0,0,0,0,2429,1611,0,1,0,150,191,0,3221221376,10,2779,0,1174,6
01-10 16:58:36,0.125,0.874,98.938,0.062,0,1667350528,64954392576,83644416,600031232,0,950272,0,210,657,844,0,0,0,236,169,0,3221221376,10,2779,0,1174,6
01-10 16:58:37,0.063,0.938,98.999,0,0,1667350528,64954392576,83644416,600031232,0,0,0,0,246,622,0,0,0,122,149,0,3221221376,10,2779,0,1174,6
01-10 16:58:38,0.062,0.938,99,0,0,1667350528,64954392576,83644416,600031232,0,0,0,0,485,606,0,0,0,129,165,0,3221221376,10,2779,0,1174,6
01-10 16:58:39,0.188,0.875,98.938,0,0,1667350528,64954392576,83644416,600031232,0,0,0,0,872,836,0,0,0,150,191,0,3221221376,10,2779,0,1174,6
01-10 16:58:40,0.062,0.938,99,0,0,1667350528,64954392576,83644416,600031232,0,0,0,0,485,606,0,0,0,123,147,0,3221221376,10,2779,0,1174,6
01-10 16:58:41,0.125,0.876,98.999,0,0,1667350528,64954392576,83648512,600027136,0,393216,0,86,1036,1212,0,0,0,171,177,0,3221221376,10,2779,0,1174,6
01-10 16:58:42,0.062,0.938,99,0,0,1667346432,64954392576,83648512,600031232,0,0,0,0,545,622,0,0,0,124,151,0,3221221376,10,2779,0,1174,6
01-10 16:58:43,0.125,0.876,98.999,0,0,1667346432,64954392576,83648512,600031232,0,0,0,0,418,836,0,0,0,161,219,0,3221221376,10,2779,0,1174,6
01-10 16:58:44,0.063,0.938,98.999,0,0,1667100672,64954638336,83648512,600031232,0,0,0,0,1069,834,0,0,0,177,191,0,3221221376,10,2779,0,1174,6
01-10 16:58:45,0.125,0.937,98.938,0,0,1667100672,64954638336,83648512,600031232,0,0,0,0,486,606,0,0,0,132,165,0,3221221376,10,2779,0,1174,6
01-10 16:58:46,0.062,0.938,98.938,0.062,0,1667100672,64954638336,83652608,600027136,0,81920,0,10,717,836,0,0,0,136,167,0,3221221376,10,2779,0,1174,6
01-10 16:58:47,0.125,0.876,98.999,0,0,1667096576,64954638336,83652608,600031232,0,0,0,0,306,622,0,0,0,142,187,0,3221221376,10,2779,0,1174,6
01-10 16:58:48,0.062,0.938,99,0,0,1667088384,64954646528,83652608,600031232,0,0,0,0,365,606,0,0,0,131,179,0,3221221376,10,2779,0,1174,6
01-10 16:58:49,0.125,0.938,98.938,0,0,1667088384,64954646528,83652608,600031232,0,0,0,0,358,836,0,0,0,121,154,0,3221221376,10,2779,0,1174,6
01-10 16:58:50,0.062,0.938,99,0,0,1667088384,64954646528,83652608,600031232,0,0,0,0,605,606,0,0,0,123,146,0,3221221376,10,2779,0,1174,6
01-10 16:58:51,0.063,0.876,99.062,0,0,1667088384,64954646528,83652608,600031232,0,0,0,0,306,606,0,0,0,137,184,0,3221221376,10,2779,0,1174,6
01-10 16:58:52,0.188,0.938,98.874,0,0,1667080192,64954646528,83660800,600031232,0,32768,0,4,2009,2029,0,0,0,153,217,0,3221221376,10,2779,0,1174,6
01-10 16:58:53,0.125,0.938,98.938,0,0,1667080192,64954646528,83660800,600031232,0,0,0,0,478,852,0,0,0,144,172,0,3221221376,10,2779,0,171,4
01-10 16:58:54,0.063,0.625,99.312,0,0,1667080192,64954646528,83660800,600031232,0,0,0,0,365,606,0,0,0,107,147,0,3221221376,10,2779,0,171,4
01-10 16:58:55,0.063,0.688,99.250,0,0,1667080192,64954646528,83660800,600031232,0,0,0,0,306,606,0,0,0,140,183,0,3221221376,10,2779,0,0,4
01-10 16:58:56,0.063,0.563,99.375,0,0,1667080192,64954646528,83660800,600031232,0,0,0,0,897,836,1,0,0,117,154,0,3221221376,10,2779,0,0,4
01-10 16:58:57,0.062,0.625,99.250,0.062,0,1667072000,64954646528,83668992,600031232,0,73728,0,14,666,794,0,0,0,142,189,0,3221221376,10,2779,0,0,4
01-10 16:58:58,0.063,0.563,99.375,0,0,1667072000,64954646528,83668992,600031232,0,0,0,0,665,622,0,0,0,114,149,0,3221221376,10,2779,0,0,4
01-10 16:58:59,0.063,0.563,99.375,0,0,1667072000,64954646528,83668992,600031232,0,0,0,0,598,896,0,0,0,137,186,0,3221221376,10,2779,0,0,4
01-10 16:59:00,0.062,0.625,99.312,0,0,1667067904,64954646528,83668992,600035328,0,0,0,0,969,606,0,0,0,125,157,0,3221221376,10,2779,0,0,4
01-10 16:59:01,0.062,0.625,99.312,0,0,1667067904,64954646528,83668992,600035328,0,0,0,0,306,606,0,0,0,102,146,0,3221221376,10,2779,0,0,4
01-10 16:59:02,0.063,0.563,99.375,0,0,1667067904,64954646528,83668992,600035328,0,8192,0,2,425,606,0,0,0,125,177,0,3221221376,10,2779,0,0,4
01-10 16:59:03,0.063,0.625,99.312,0,0,1667059712,64954646528,83677184,600035328,0,65536,0,6,478,852,0,0,0,152,208,0,3221221376,10,2779,0,0,4
01-10 16:59:04,0.062,0.625,99.312,0,0,1667059712,64954646528,83677184,600035328,0,0,0,0,365,724,0,0,0,107,151,0,3221221376,10,2779,0,0,4
01-10 16:59:05,0.125,0.562,99.312,0,0,1667059712,64954646528,83677184,600035328,0,0,0,0,330,1704,0,0,0,104,149,0,3221221376,10,2779,0,0,4
01-10 16:59:06,0.062,0.687,99.250,0,0,1667059712,64954646528,83677184,600035328,0,0,0,0,1052,836,0,0,0,123,157,0,3221221376,10,2779,0,0,3
01-10 16:59:07,0.063,0.563,99.375,0,0,1667059712,64954646528,83677184,600035328,0,0,0,0,306,606,0,0,0,134,207,0,3221221376,10,2779,0,0,3
01-10 16:59:08,0.564,0.752,98.683,0,0,1662652416,64959086592,83677184,600035328,0,0,0,0,365503,548096,162,212,189,3654,233,0,3221221376,10,15,1,2764,3
01-10 16:59:09,0.125,0.562,99.312,0,0,1662275584,64959459328,83681280,600035328,0,24576,0,4,2043,2959,0,0,0,221,228,0,3221221376,10,16,0,2764,3
01-10 16:59:10,0.063,0.500,99.437,0,0,1661485056,64960249856,83681280,600035328,0,0,0,0,893,1127,0,0,0,231,231,0,3221221376,10,15,0,2764,3
01-10 16:59:11,0.062,0.500,99.438,0,0,1661485056,64960249856,83681280,600035328,0,0,0,0,246,606,0,0,0,117,185,0,3221221376,10,15,0,2764,3
01-10 16:59:12,0.062,0.500,99.438,0,0,1661485056,64960249856,83681280,600035328,0,0,0,0,605,606,0,0,0,109,154,0,3221221376,10,15,0,2764,3
01-10 16:59:13,0,0.501,99.499,0,0,1661485056,64960249856,83681280,600035328,0,0,0,0,2038,2276,0,0,0,153,192,0,3221221376,10,15,0,2764,3
01-10 16:59:14,0.062,0.500,99.438,0,0,1661476864,64960258048,83681280,600035328,0,0,0,0,425,606,0,0,0,101,151,0,3221221376,10,15,0,2764,3
01-10 16:59:15,0.062,0.438,99.438,0.062,0,1661476864,64960258048,83681280,600035328,0,57344,0,4,426,606,0,0,0,130,199,0,3221221376,10,15,0,2764,3
01-10 16:59:16,0.062,0.500,99.438,0,0,1661476864,64960258048,83681280,600035328,0,0,0,0,1051,852,0,0,0,133,175,0,3221221376,10,15,0,2764,3
01-10 16:59:17,0,0.500,99.500,0,0,1661476864,64960258048,83681280,600035328,0,65536,0,6,486,606,0,0,0,110,152,0,3221221376,10,15,0,2764,3
01-10 16:59:18,0.125,0.438,99.438,0,0,1661476864,64960258048,83681280,600035328,0,0,0,0,545,622,0,0,0,117,175,0,3221221376,10,15,0,2764,3
01-10 16:59:19,0.063,0.438,99.500,0,0,1661476864,64960258048,83681280,600035328,0,0,0,0,873,836,0,0,0,130,194,0,3221221376,10,15,0,2764,3
01-10 16:59:20,0.062,0.500,99.438,0,0,1661476864,64960258048,83681280,600035328,0,0,0,0,425,606,0,0,0,100,147,0,3221221376,10,15,0,2764,3
01-10 16:59:21,0.062,0.500,99.438,0,0,1661472768,64960258048,83685376,600035328,0,32768,0,4,366,606,0,0,0,109,159,0,3221221376,10,15,0,2764,3
01-10 16:59:22,0.063,0.438,99.500,0,0,1661472768,64960258048,83685376,600035328,0,0,0,0,485,622,0,0,0,103,152,0,3221221376,10,15,0,2764,3
01-10 16:59:23,0.062,0.500,99.438,0,0,1661472768,64960258048,83685376,600035328,0,0,0,0,358,836,0,0,0,139,217,0,3221221376,10,15,0,2764,3
01-10 16:59:24,0.062,0.500,99.438,0,0,1661464576,64960266240,83685376,600035328,0,0,0,0,880,606,0,0,0,111,153,0,3221221376,10,15,0,2764,3
01-10 16:59:25,0.063,0.438,99.500,0,0,1661464576,64960266240,83685376,600035328,0,0,0,0,366,606,0,0,0,102,149,0,3221221376,10,15,0,2764,3
01-10 16:59:26,0.062,0.500,99.438,0,0,1661464576,64960266240,83685376,600035328,0,0,0,0,717,836,0,0,0,109,153,0,3221221376,10,15,0,2764,3
01-10 16:59:27,0.063,0.500,99.437,0,0,1661460480,64960266240,83689472,600035328,0,98304,0,20,426,606,0,0,0,137,195,0,3221221376,10,15,0,2764,3
01-10 16:59:28,0.063,0.438,99.500,0,0,1661460480,64960266240,83689472,600035328,0,0,0,0,940,622,0,0,0,126,182,0,3221221376,10,15,0,2764,3
01-10 16:59:29,0.063,0.438,99.500,0,0,1661456384,64960266240,83689472,600039424,0,0,0,0,478,836,0,0,0,105,154,0,3221221376,10,15,0,2764,3
01-10 16:59:30,0.062,0.500,99.438,0,0,1661456384,64960266240,83689472,600039424,0,0,0,0,888,606,0,0,0,108,157,0,3221221376,10,15,0,2764,3
01-10 16:59:31,0.062,0.500,99.438,0,0,1661263872,64960458752,83689472,600039424,0,0,0,0,13591,7501,3,0,0,163,219,0,3221221376,10,15,0,2764,3
01-10 16:59:32,0.063,0.500,99.437,0,0,1661263872,64960458752,83689472,600039424,0,0,0,0,820,614,0,0,0,114,170,0,3221221376,10,15,0,2764,3
01-10 16:59:33,0.250,0.500,99.188,0.062,0,1661255680,64960458752,83697664,600039424,0,81920,0,6,18938,10503,0,0,0,164,230,0,3221221376,10,15,0,2764,3
01-10 16:59:34,0.062,0.500,99.438,0,0,1661030400,64960684032,83697664,600039424,0,0,0,0,545,622,0,0,0,102,152,0,3221221376,10,15,0,2764,3
01-10 16:59:35,0.062,0.500,99.438,0,0,1661030400,64960684032,83697664,600039424,0,0,0,0,306,606,0,0,0,118,187,0,3221221376,10,15,0,2764,3
01-10 16:59:36,0.063,0.500,99.437,0,0,1661030400,64960684032,83697664,600039424,0,0,0,0,537,836,0,0,0,107,153,0,3221221376,10,15,0,2764,3
01-10 16:59:37,0.063,0.438,99.500,0,0,1661030400,64960684032,83697664,600039424,0,0,0,0,606,606,0,0,0,104,149,0,3221221376,10,15,0,2764,3
01-10 16:59:38,0.062,0.500,99.438,0,0,1661030400,64960684032,83697664,600039424,0,0,0,0,545,786,0,0,0,119,177,0,3221221376,10,15,0,2764,3
01-10 16:59:39,0.063,0.500,99.437,0,0,1661022208,64960684032,83705856,600039424,0,40960,0,4,598,836,0,0,0,135,197,0,3221221376,10,15,0,2764,3
01-10 16:59:40,0.062,0.500,99.438,0,0,1661022208,64960684032,83705856,600039424,0,0,0,0,580,622,0,0,0,107,158,0,3221221376,10,15,0,2764,3
01-10 16:59:41,0.062,0.500,99.438,0,0,1661022208,64960684032,83705856,600039424,0,0,0,0,366,606,0,0,0,95,141,0,3221221376,10,15,0,2764,3
01-10 16:59:42,0.063,0.500,99.437,0,0,1661022208,64960684032,83705856,600039424,0,0,0,0,305,606,0,0,0,100,145,0,3221221376,10,15,0,2764,3
01-10 16:59:43,0,0.500,99.500,0,0,1661022208,64960684032,83705856,600039424,0,262144,0,62,632,836,0,0,0,191,227,0,3221221376,10,15,0,2764,3
01-10 16:59:44,0.125,0.500,99.375,0,0,1661022208,64960684032,83705856,600039424,0,0,0,0,2388,1496,0,0,0,113,157,0,3221221376,10,15,0,2764,2
01-10 16:59:45,0.063,0.438,99.437,0.063,0,1660973056,64960724992,83714048,600039424,0,24576,0,4,8696,4682,1,0,0,160,207,0,3221221376,10,14,0,2764,2
01-10 16:59:46,0.062,0.500,99.438,0,0,1660973056,64960724992,83714048,600039424,0,0,0,0,837,860,0,0,0,109,149,0,3221221376,10,14,0,2764,2
01-10 16:59:47,0.062,0.500,99.438,0,0,1660973056,64960724992,83714048,600039424,0,0,0,0,246,606,0,0,0,117,183,0,3221221376,10,14,0,2764,2
01-10 16:59:48,0.062,0.500,99.438,0,0,1660973056,64960724992,83714048,600039424,0,49152,0,6,605,606,0,0,0,127,176,0,3221221376,10,14,0,2764,2
01-10 16:59:49,0.063,0.500,99.437,0,0,1660973056,64960724992,83714048,600039424,0,0,0,0,478,852,0,0,0,106,154,0,3221221376,10,14,0,2764,2
01-10 16:59:50,0.062,0.500,99.438,0,0,1660973056,64960724992,83714048,600039424,0,0,0,0,485,666,0,0,0,105,157,0,3221221376,10,14,0,2764,2
01-10 16:59:51,0,0.501,99.499,0,0,1660964864,64960724992,83722240,600039424,0,40960,0,4,246,606,0,0,0,126,189,0,3221221376,10,14,0,2764,2
01-10 16:59:52,0.125,0.438,99.438,0,0,1660964864,64960724992,83722240,600039424,0,0,0,0,6485,5421,0,0,0,138,197,0,3221221376,10,17,0,2764,2
01-10 16:59:53,0.125,0.562,99.313,0,0,1660964864,64960724992,83722240,600039424,0,0,0,0,364,1934,0,0,0,111,161,0,3221221376,10,17,0,2764,2
01-10 16:59:54,0.063,0.438,99.500,0,0,1660964864,64960724992,83722240,600039424,0,0,0,0,4941,3134,0,0,0,109,147,0,3221221376,10,17,0,2764,0
01-10 16:59:55,0.063,0.500,99.437,0,0,1660964864,64960724992,83722240,600039424,0,0,0,0,3620,2503,0,0,0,129,185,0,3221221376,10,17,0,2764,0
01-10 16:59:56,0.062,0.500,99.438,0,0,1660964864,64960724992,83722240,600039424,0,0,0,0,657,836,0,0,0,124,167,0,3221221376,10,17,0,2764,0
01-10 16:59:57,0.063,0.500,99.437,0,0,1660956672,64960724992,83730432,600039424,0,32768,0,4,726,906,0,0,0,136,191,0,3221221376,10,17,0,2764,0
01-10 16:59:58,0.063,0.438,99.500,0,0,1660944384,64960733184,83730432,600043520,0,0,0,0,1001,1216,1,0,0,121,156,0,3221221376,10,14,0,2767,0
01-10 16:59:59,0.062,0.500,99.438,0,0,1660878848,64960798720,83730432,600043520,0,0,0,0,418,904,0,0,0,125,192,0,3221221376,10,14,0,2767,0
01-10 17:00:00,0.063,0.500,99.437,0,0,1660878848,64960798720,83730432,600043520,0,0,0,0,828,726,0,0,0,118,165,0,3221221376,10,14,0,2767,0
01-10 17:00:01,0.062,0.500,99.438,0,0,1660878848,64960798720,83730432,600043520,0,0,0,0,492,738,0,0,0,108,147,0,3221221376,10,14,0,2767,0
01-10 17:00:02,0.125,0.562,99.250,0.062,0,1660891136,64960782336,83734528,600043520,0,131072,0,10,485,666,0,0,0,217,291,0,3221221376,10,14,0,2767,0
01-10 17:00:03,0.063,0.500,99.437,0,0,1660882944,64960790528,83734528,600043520,0,49152,0,12,979,1092,0,0,0,153,214,0,3221221376,10,14,0,2767,0
01-10 17:00:04,0.063,0.438,99.500,0,0,1660882944,64960790528,83734528,600043520,0,0,0,0,425,622,0,0,0,100,143,0,3221221376,10,14,0,2767,0
01-10 17:00:05,0.062,0.500,99.438,0,0,1660882944,64960790528,83734528,600043520,0,0,0,0,366,606,0,0,0,103,148,0,3221221376,10,14,0,2767,0
01-10 17:00:06,0.063,0.500,99.437,0,0,1660882944,64960790528,83734528,600043520,0,0,0,0,657,836,0,0,0,107,153,0,3221221376,10,14,0,2767,0
01-10 17:00:07,0.063,0.500,99.437,0,0,1660882944,64960790528,83742720,600035328,0,98304,0,6,246,606,0,0,0,139,222,0,3221221376,10,14,0,2767,0
01-10 17:00:08,0.062,0.500,99.438,0,0,1660874752,64960790528,83742720,600043520,0,0,0,0,527,688,0,0,0,106,157,0,3221221376,10,14,0,2767,0
01-10 17:00:09,0.063,0.500,99.437,0,0,1660874752,64960790528,83742720,600043520,0,0,0,0,538,836,0,0,0,122,159,0,3221221376,10,14,0,3,0
01-10 17:00:10,0,0.062,99.938,0,0,1660874752,64960790528,83742720,600043520,0,0,0,0,485,606,0,0,0,90,149,0,3221221376,10,14,0,3,0
01-10 17:00:11,0,0.063,99.937,0,0,1660874752,64960790528,83742720,600043520,0,0,0,0,641,606,0,0,0,105,183,0,3221221376,10,14,0,3,0
01-10 17:00:12,0.062,0.062,99.875,0,0,1660874752,64960790528,83742720,600043520,0,0,0,0,425,606,0,0,0,96,167,0,3221221376,10,14,0,3,0
01-10 17:00:13,0,0.062,99.875,0.062,0,1660866560,64960790528,83750912,600043520,0,24576,0,4,478,836,0,0,0,99,161,0,3221221376,10,14,0,3,0
01-10 17:00:14,0,0.125,99.875,0,0,1660866560,64960790528,83750912,600043520,0,0,0,0,725,622,0,0,0,90,143,0,3221221376,10,14,0,3,0
01-10 17:00:15,0,0.063,99.937,0,0,1660866560,64960790528,83750912,600043520,0,0,0,0,306,606,0,0,0,103,181,0,3221221376,10,14,0,3,0
01-10 17:00:16,0.062,0.062,99.875,0,0,1660866560,64960790528,83750912,600043520,0,0,0,0,537,940,0,0,0,100,161,0,3221221376,10,14,0,3,0
01-10 17:00:17,0,0.062,99.938,0,0,1660858368,64960798720,83750912,600043520,0,0,0,0,306,606,0,0,0,95,171,0,3221221376,10,14,0,3,0
01-10 17:00:18,0,0.063,99.937,0,0,1660858368,64960798720,83750912,600043520,0,32768,0,4,365,606,0,0,0,85,145,0,3221221376,10,14,0,3,0
01-10 17:00:19,0.062,0.125,99.813,0,0,1660850176,64960798720,83759104,600043520,0,32768,0,4,752,852,0,0,0,123,209,0,3221221376,10,14,0,3,0
01-10 17:00:20,0,0.063,99.937,0,0,1660850176,64960798720,83759104,600043520,0,0,0,0,485,622,0,0,0,86,149,0,3221221376,10,14,0,3,0
01-10 17:00:21,0.062,0.062,99.875,0,0,1660850176,64960798720,83759104,600043520,0,0,0,0,66,606,0,0,0,76,141,0,3221221376,10,14,0,3,0
01-10 17:00:22,0.062,0.062,99.875,0,0,1660850176,64960798720,83759104,600043520,0,0,0,0,605,606,0,0,0,100,173,0,3221221376,10,14,0,3,0
01-10 17:00:23,0,0.063,99.937,0,0,1660850176,64960798720,83759104,600043520,0,0,0,0,693,836,0,0,0,130,201,0,3221221376,10,14,0,3,0
01-10 17:00:24,0,0.062,99.938,0,0,1660850176,64960798720,83759104,600043520,0,8192,0,2,485,606,0,0,0,103,141,0,3221221376,10,14,0,3,0
01-10 17:00:25,0.062,0.062,99.813,0.062,0,1660841984,64960798720,83767296,600043520,0,24576,0,4,486,622,0,0,0,108,157,0,3221221376,10,14,0,3,0
01-10 17:00:26,0,0.125,99.875,0,0,1660841984,64960798720,83767296,600043520,0,0,0,0,717,852,0,0,0,121,161,0,3221221376,10,14,0,3,0
01-10 17:00:27,0,0.063,99.937,0,0,1660841984,64960798720,83767296,600043520,0,0,0,0,366,606,0,0,0,113,203,0,3221221376,10,14,0,3,0
01-10 17:00:28,0.062,0.062,99.875,0,0,1660837888,64960798720,83767296,600047616,0,0,0,0,880,606,0,0,0,95,151,0,3221221376,10,14,0,3,0
01-10 17:00:29,0.062,0.062,99.875,0,0,1660837888,64960798720,83767296,600047616,0,0,0,0,418,836,0,0,0,87,151,0,3221221376,10,14,0,3,0
01-10 17:00:30,0,0.062,99.938,0,0,1660837888,64960798720,83767296,600047616,0,0,0,0,708,606,0,0,0,90,157,0,3221221376,10,14,0,3,0
01-10 17:00:31,0.063,0.063,99.875,0,0,1660829696,64960798720,83775488,600047616,0,65536,0,8,246,606,0,0,0,111,197,0,3221221376,10,14,0,3,0
01-10 17:00:32,0,0.062,99.938,0,0,1660829696,64960798720,83775488,600047616,0,0,0,0,700,622,0,0,0,101,175,0,3221221376,10,14,0,3,0
01-10 17:00:33,0,0.125,99.875,0,0,1660829696,64960798720,83775488,600047616,0,0,0,0,844,896,0,0,0,110,172,0,3221221376,10,14,0,3,0
01-10 17:00:34,0,0.063,99.937,0,0,1660829696,64960798720,83775488,600047616,0,327680,0,68,586,666,0,0,0,126,156,0,3221221376,10,14,0,3,0
01-10 17:00:35,0.062,0.062,99.875,0,0,1660829696,64960798720,83775488,600047616,0,0,0,0,701,622,0,0,0,107,187,0,3221221376,10,14,0,3,0
01-10 17:00:36,0.063,0,99.937,0,0,1660829696,64960798720,83775488,600047616,0,0,0,0,417,836,0,0,0,84,141,0,3221221376,10,14,0,3,0
01-10 17:00:37,0,0.125,99.875,0,0,1660821504,64960798720,83783680,600047616,0,24576,0,4,246,606,0,0,0,102,186,0,3221221376,10,14,0,3,0
01-10 17:00:38,0,0.063,99.937,0,0,1660821504,64960798720,83783680,600047616,0,0,0,0,545,622,0,0,0,85,143,0,3221221376,10,14,0,3,0
01-10 17:00:39,0,0.062,99.938,0,0,1660821504,64960798720,83783680,600047616,0,81920,0,16,538,836,0,0,0,117,183,0,3221221376,10,14,0,3,0
01-10 17:00:40,0.063,0,99.937,0,0,1660821504,64960798720,83783680,600047616,0,0,0,0,485,724,0,0,0,88,149,0,3221221376,10,14,0,3,0
01-10 17:00:41,0,0.063,99.937,0,0,1660821504,64960798720,83783680,600047616,0,0,0,0,432,1704,0,0,0,81,145,0,3221221376,10,14,0,3,0
01-10 17:00:42,0.062,0.062,99.875,0,0,1660821504,64960798720,83783680,600047616,0,0,0,0,425,606,0,0,0,95,169,0,3221221376,10,14,0,3,0
01-10 17:00:43,0,0.062,99.875,0.062,0,1660813312,64960798720,83791872,600047616,0,24576,0,4,873,836,0,0,0,132,209,0,3221221376,10,14,0,3,0
01-10 17:00:44,0.062,0.062,99.875,0,0,1660813312,64960798720,83791872,600047616,0,0,0,0,365,622,0,0,0,83,139,0,3221221376,10,14,0,3,0
01-10 17:00:45,0.062,0.062,99.875,0,0,1660813312,64960798720,83791872,600047616,0,0,0,0,306,606,0,0,0,80,143,0,3221221376,10,14,0,3,0
01-10 17:00:46,0,0.063,99.937,0,0,1660813312,64960798720,83791872,600047616,0,0,0,0,991,836,0,0,0,98,157,0,3221221376,10,14,0,3,0
01-10 17:00:47,0,0,100,0,0,1660813312,64960798720,83791872,600047616,0,0,0,0,366,606,0,0,0,114,205,0,3221221376,10,14,0,3,0
01-10 17:00:48,0.062,0.062,99.875,0,0,1660813312,64960798720,83791872,600047616,0,0,0,0,1420,1596,1,0,0,108,163,0,3221221376,10,9,0,8,0
01-10 17:00:49,0,0.063,99.937,0,0,1660809216,64960798720,83795968,600047616,0,40960,0,8,358,844,0,0,0,100,161,0,3221221376,10,9,0,8,0
01-10 17:00:50,0,0.063,99.937,0,0,1660809216,64960798720,83795968,600047616,0,0,0,0,880,622,0,0,0,95,157,0,3221221376,10,9,0,8,0
01-10 17:00:51,0,0.062,99.938,0,0,1660809216,64960798720,83795968,600047616,0,0,0,0,366,606,0,0,0,102,177,0,3221221376,10,9,0,8,0
01-10 17:00:52,0.062,0.125,99.813,0,0,1660809216,64960798720,83795968,600047616,0,0,0,0,725,666,0,0,0,102,170,0,3221221376,10,9,0,8,0
01-10 17:00:53,0,0.063,99.937,0,0,1660809216,64960798720,83795968,600047616,0,0,0,0,1018,1436,0,0,0,109,164,0,3221221376,10,9,0,8,0
01-10 17:00:54,0.062,0.062,99.875,0,0,1660809216,64960798720,83795968,600047616,0,0,0,0,365,606,0,0,0,83,147,0,3221221376,10,9,0,8,0
01-10 17:00:55,0,0.063,99.937,0,0,1660805120,64960798720,83800064,600047616,0,32768,0,4,606,606,0,0,0,115,191,0,3221221376,10,9,0,8,0
01-10 17:00:56,0.062,0.062,99.875,0,0,1660805120,64960798720,83800064,600047616,0,0,0,0,597,852,0,0,0,88,147,0,3221221376,10,9,0,8,0
01-10 17:00:57,0,0.062,99.938,0,0,1660805120,64960798720,83800064,600047616,0,0,0,0,126,606,0,0,0,89,169,0,3221221376,10,9,0,8,0
01-10 17:00:58,0.062,0.062,99.875,0,0,1660805120,64960798720,83800064,600047616,0,0,0,0,725,606,0,0,0,92,143,0,3221221376,10,9,0,5,0
01-10 17:00:59,0,0.063,99.937,0,0,1660801024,64960798720,83800064,600051712,0,16384,0,2,598,836,0,0,0,109,185,0,3221221376,10,9,0,5,0
01-10 17:01:00,0.062,0.062,99.875,0,0,1660801024,64960798720,83800064,600051712,0,0,0,0,588,622,0,0,0,101,158,0,3221221376,10,9,0,5,0
01-10 17:01:01,0,0.125,99.813,0.062,0,1660792832,64960798720,83808256,600051712,0,57344,0,6,306,606,0,0,0,93,159,0,3221221376,10,9,0,5,0
01-10 17:01:02,0,0,100,0,0,1660792832,64960798720,83808256,600051712,0,0,0,0,365,622,0,0,0,94,171,0,3221221376,10,9,0,5,0
01-10 17:01:03,0,0.125,99.875,0,0,1660792832,64960798720,83808256,600051712,0,0,0,0,598,836,0,0,0,126,209,0,3221221376,10,9,0,5,0
01-10 17:01:04,0.062,0.062,99.875,0,0,1660760064,64960831488,83808256,600051712,0,0,0,0,605,606,0,0,0,86,147,0,3221221376,10,9,0,5,0
01-10 17:01:05,0,0.063,99.937,0,0,1660760064,64960831488,83808256,600051712,0,0,0,0,66,606,0,0,0,78,149,0,3221221376,10,9,0,5,0
01-10 17:01:06,0,0.063,99.937,0,0,1660760064,64960831488,83808256,600051712,0,0,0,0,657,836,0,0,0,89,149,0,3221221376,10,9,0,5,0
01-10 17:01:07,0.062,0.062,99.875,0,0,1660751872,64960831488,83816448,600051712,0,24576,0,4,366,606,0,0,0,131,209,0,3221221376,10,9,0,5,0
01-10 17:01:08,0,0,100,0,0,1660751872,64960831488,83816448,600051712,0,0,0,0,866,622,0,0,0,116,149,0,3221221376,10,9,0,5,0
01-10 17:01:09,0.062,0.062,99.875,0,0,1660751872,64960831488,83816448,600051712,0,0,0,0,538,836,0,0,0,102,148,0,3221221376,10,9,0,5,0
01-10 17:01:10,0,0.125,99.875,0,0,1660751872,64960831488,83816448,600051712,0,0,0,0,605,606,0,0,0,89,147,0,3221221376,10,9,0,5,0
01-10 17:01:11,0,0.063,99.937,0,0,1660751872,64960831488,83816448,600051712,0,0,0,0,306,606,0,0,0,101,179,0,3221221376,10,9,0,5,0
01-10 17:01:12,0.062,0.062,99.875,0,0,1660751872,64960831488,83816448,600051712,0,0,0,0,365,606,0,0,0,100,178,0,3221221376,10,9,0,5,0
